ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,RATEAREA,SFPARKAREA,STREET_NUM,STREETNAME,STREET_SEG,Location
809,561-02124,561-02120,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,212,MAIN ST,8629000,"(37.790189, -122.392992)"
810,561-02123,561-02120,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,212,MAIN ST,8629000,"(37.790196, -122.393001)"
811,561-02122,561-02120,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,212,MAIN ST,8629000,"(37.790203, -122.39301)"
812,561-02108,561-02100,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,210,MAIN ST,8629000,"(37.790217, -122.393028)"
813,561-02107,561-02100,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,210,MAIN ST,8629000,"(37.790223, -122.393035)"
814,561-02106,561-02100,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,210,MAIN ST,8629000,"(37.79023, -122.393043)"
815,561-02105,561-02100,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,210,MAIN ST,8629000,"(37.790236, -122.393052)"
816,561-02104,561-02100,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,210,MAIN ST,8629000,"(37.790244, -122.393061)"
817,561-02103,561-02100,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,210,MAIN ST,8629000,"(37.79025, -122.393068)"
818,561-02102,561-02100,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,210,MAIN ST,8629000,"(37.790257, -122.393078)"
819,561-02088,561-02080,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,MAIN ST,8629000,"(37.790271, -122.393096)"
820,336-07263,336-07260,3,Black,MS,N,N,SFMTA,ON,0,MC1, ,726,BUSH ST,3437000,"(37.790114, -122.409669)"
821,336-07262,336-07260,2,Black,MS,N,N,SFMTA,ON,0,MC1, ,726,BUSH ST,3437000,"(37.790115, -122.409656)"
822,401-02338,401-02330,8,Black,MS,N,N,SFMTA,ON,0,MC1, ,233,ELLIS ST,5172000,"(37.785068, -122.410687)"
823,401-02337,401-02330,7,Black,MS,N,N,SFMTA,ON,0,MC1, ,233,ELLIS ST,5172000,"(37.78507, -122.410675)"
824,401-02336,401-02330,6,Black,MS,N,N,SFMTA,ON,0,MC1, ,233,ELLIS ST,5172000,"(37.785071, -122.410662)"
825,401-02335,401-02330,5,Black,MS,N,N,SFMTA,ON,0,MC1, ,233,ELLIS ST,5172000,"(37.785073, -122.41065)"
826,401-02334,401-02330,4,Black,MS,N,N,SFMTA,ON,0,MC1, ,233,ELLIS ST,5172000,"(37.785074, -122.410638)"
827,401-02333,401-02330,3,Black,MS,N,N,SFMTA,ON,0,MC1, ,233,ELLIS ST,5172000,"(37.785076, -122.410624)"
828,401-02332,401-02330,2,Black,MS,N,N,SFMTA,ON,0,MC1, ,233,ELLIS ST,5172000,"(37.785084, -122.410565)"
829,440-05220,-,0,Black,SS,N,N,SFMTA,ON,0,MC2, ,522,GEARY ST,6112000,"(37.786906, -122.412285)"
830,440-05200,-,0,Black,SS,N,N,SFMTA,ON,0,MC2, ,520,GEARY ST,6112000,"(37.786908, -122.412272)"
831,500-15332,500-15330,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1533,JACKSON ST,7395000,"(37.794164, -122.420824)"
832,500-16036,500-16030,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,1603,JACKSON ST,7396000,"(37.794055, -122.421679)"
833,500-16035,500-16030,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1603,JACKSON ST,7396000,"(37.794056, -122.421669)"
834,500-16034,500-16030,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1603,JACKSON ST,7396000,"(37.794058, -122.421658)"
835,386-02065,386-02060,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,DRUMM ST,4972000,"(37.795743, -122.396683)"
836,386-02066,386-02060,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,DRUMM ST,4972000,"(37.795755, -122.396686)"
837,612-18220,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1822,POLK ST,10573000,"(37.793777, -122.421252)"
838,469-17620,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1762,HOLLOWAY AVE,6998201,"(37.721014, -122.480507)"
839,720-05318,720-05310,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.795511, -122.402887)"
840,720-05317,720-05310,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.795513, -122.402876)"
841,720-05316,720-05310,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.795514, -122.402864)"
842,720-05315,720-05310,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.795516, -122.402852)"
843,720-05314,720-05310,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.795518, -122.402837)"
844,720-05313,720-05310,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.795519, -122.402824)"
845,720-05312,720-05310,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.795521, -122.402811)"
846,720-05259,720-05250,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,525,WASHINGTON ST,13409000,"(37.795524, -122.402784)"
847,720-05258,720-05250,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,525,WASHINGTON ST,13409000,"(37.795526, -122.402771)"
848,720-05257,720-05250,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,525,WASHINGTON ST,13409000,"(37.795527, -122.40276)"
849,720-05256,720-05250,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,525,WASHINGTON ST,13409000,"(37.79553, -122.402742)"
850,386-02062,386-02060,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,DRUMM ST,4972000,"(37.795715, -122.396677)"
851,502-06269,502-06260,9,Black,MS,N,N,SFMTA,ON,0,MC2, ,626,JONES ST,7572000,"(37.787533, -122.413247)"
852,502-06268,502-06260,8,Black,MS,N,N,SFMTA,ON,0,MC2, ,626,JONES ST,7572000,"(37.787523, -122.413245)"
853,502-06267,502-06260,7,Black,MS,N,N,SFMTA,ON,0,MC2, ,626,JONES ST,7572000,"(37.787516, -122.413243)"
854,502-06266,502-06260,6,Black,MS,N,N,SFMTA,ON,0,MC2, ,626,JONES ST,7572000,"(37.787504, -122.413241)"
855,502-06265,502-06260,5,Black,MS,N,N,SFMTA,ON,0,MC2, ,626,JONES ST,7572000,"(37.787492, -122.413239)"
856,502-06264,502-06260,4,Black,MS,N,N,SFMTA,ON,0,MC2, ,626,JONES ST,7572000,"(37.787481, -122.413236)"
857,502-06263,502-06260,3,Black,MS,N,N,SFMTA,ON,0,MC2, ,626,JONES ST,7572000,"(37.787472, -122.413234)"
858,502-06262,502-06260,2,Black,MS,N,N,SFMTA,ON,0,MC2, ,626,JONES ST,7572000,"(37.787461, -122.413232)"
859,606-15201,606-15200,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,1520,PINE ST,10477000,"(37.789612, -122.421097)"
860,202-03360,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,336,02ND ST,139000,"(37.784773, -122.395891)"
861,562-03201,562-03200,1,Black,MS,N,N,SFMTA,ON,0,MC1, ,320,MASON ST,8803000,"(37.786793, -122.409734)"
862,359-16370,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1637,CLAY ST,4105000,"(37.792417, -122.420363)"
863,224-31320,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,3132,24TH ST,1340000,"(37.752491, -122.415062)"
864,864-04130,-,0,Black,SS,Y,N,PORT,ON,0,PortMC1, ,413,SPEAR ST,12048000,"(37.788503, -122.388879)"
865,864-04170,-,0,Black,SS,Y,N,PORT,ON,0,PortMC1, ,417,SPEAR ST,12048000,"(37.788493, -122.388867)"
866,821-05420,821-05002,42,Black,MS,N,N,PORT,ON,0,PortMC1, ,542,BEALE ST,2868000,"(37.785646, -122.389041)"
867,821-05710,821-05003,71,Black,MS,N,N,PORT,ON,0,PortMC1, ,571,BEALE ST,2868000,"(37.785491, -122.388591)"
868,821-05690,821-05003,69,Black,MS,N,N,PORT,ON,0,PortMC1, ,569,BEALE ST,2868000,"(37.7855, -122.388602)"
869,606-15345,606-15340,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1534,PINE ST,10477000,"(37.78956, -122.421502)"
870,606-15344,606-15340,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1534,PINE ST,10477000,"(37.789562, -122.421491)"
871,525-00405,525-00400,5,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,40,KAPLAN LN,7741000,"(37.784949, -122.399184)"
872,525-00406,525-00400,6,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,40,KAPLAN LN,7741000,"(37.784941, -122.399142)"
873,684-03952,684-03950,2,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,395,TOWNSEND ST,12663000,"(37.7753, -122.397057)"
874,684-03535,684-03530,5,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,353,TOWNSEND ST,12663000,"(37.776021, -122.396127)"
875,330-03280,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,328,BRANNAN ST,3075000,"(37.781462, -122.392709)"
876,472-00521,472-00520,1,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,52,HYDE ST,7114000,"(37.780864, -122.415265)"
877,500-16031,500-16030,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,1603,JACKSON ST,7396000,"(37.794063, -122.42162)"
878,705-06076,705-06070,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,VALLEJO ST,13092000,"(37.798672, -122.407591)"
879,705-06075,705-06070,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,VALLEJO ST,13092000,"(37.798678, -122.407581)"
880,705-06074,705-06070,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,VALLEJO ST,13092000,"(37.798681, -122.40757)"
881,705-06073,705-06070,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,VALLEJO ST,13092000,"(37.798683, -122.407558)"
882,705-06072,705-06070,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,VALLEJO ST,13092000,"(37.798684, -122.407546)"
883,705-06056,705-06050,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,605,VALLEJO ST,13092000,"(37.798688, -122.407516)"
884,705-06055,705-06050,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,605,VALLEJO ST,13092000,"(37.798689, -122.407503)"
885,705-06054,705-06050,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,605,VALLEJO ST,13092000,"(37.798691, -122.407488)"
886,705-06053,705-06050,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,605,VALLEJO ST,13092000,"(37.798692, -122.407477)"
887,705-06052,705-06050,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,605,VALLEJO ST,13092000,"(37.798694, -122.407464)"
888,600-05036,600-05030,6,Black,MS,N,N,SFMTA,ON,0,MC2, ,503,PACIFIC AVE,10122000,"(37.79723, -122.403905)"
889,600-05035,600-05030,5,Black,MS,N,N,SFMTA,ON,0,MC2, ,503,PACIFIC AVE,10122000,"(37.797231, -122.403893)"
890,600-05034,600-05030,4,Black,MS,N,N,SFMTA,ON,0,MC2, ,503,PACIFIC AVE,10122000,"(37.797233, -122.403881)"
891,600-05033,600-05030,3,Black,MS,N,N,SFMTA,ON,0,MC2, ,503,PACIFIC AVE,10122000,"(37.797234, -122.403871)"
892,600-05032,600-05030,2,Black,MS,N,N,SFMTA,ON,0,MC2, ,503,PACIFIC AVE,10122000,"(37.797236, -122.403858)"
893,324-06236,324-06230,6,Black,MS,N,N,SFMTA,ON,0,MC2, ,623,BATTERY ST,2761000,"(37.797562, -122.400923)"
894,324-06235,324-06230,5,Black,MS,N,N,SFMTA,ON,0,MC2, ,623,BATTERY ST,2761000,"(37.797551, -122.400921)"
895,324-06234,324-06230,4,Black,MS,N,N,SFMTA,ON,0,MC2, ,623,BATTERY ST,2761000,"(37.797541, -122.400919)"
896,324-06233,324-06230,3,Black,MS,N,N,SFMTA,ON,0,MC2, ,623,BATTERY ST,2761000,"(37.797533, -122.400917)"
897,202-00071,202-00070,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,7,02ND ST,129000,"(37.789097, -122.401037)"
898,724-02320,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,232,WILLOW ST,13664000,"(37.783246, -122.422045)"
899,400-02420,-,0,Black,SS,N,N,SFMTA,ON,0,MC2, ,242,EDDY ST,5060000,"(37.784024, -122.412416)"
900,462-18010,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1801,HAIGHT ST,6624000,"(37.7693, -122.451993)"
901,462-18090,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,1809,HAIGHT ST,6624000,"(37.769293, -122.452049)"
902,561-02087,561-02080,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,MAIN ST,8629000,"(37.790277, -122.393103)"
903,561-02086,561-02080,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,MAIN ST,8629000,"(37.790284, -122.393112)"
904,561-02085,561-02080,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,MAIN ST,8629000,"(37.79029, -122.393119)"
905,324-06232,324-06230,2,Black,MS,N,N,SFMTA,ON,0,MC2, ,623,BATTERY ST,2761000,"(37.797524, -122.400915)"
906,324-06218,324-06210,8,Black,MS,N,N,SFMTA,ON,0,MC2, ,621,BATTERY ST,2761000,"(37.797504, -122.400911)"
907,324-06217,324-06210,7,Black,MS,N,N,SFMTA,ON,0,MC2, ,621,BATTERY ST,2761000,"(37.797493, -122.400909)"
908,324-06216,324-06210,6,Black,MS,N,N,SFMTA,ON,0,MC2, ,621,BATTERY ST,2761000,"(37.797485, -122.400908)"
909,324-06215,324-06210,5,Black,MS,N,N,SFMTA,ON,0,MC2, ,621,BATTERY ST,2761000,"(37.797476, -122.400906)"
910,324-06214,324-06210,4,Black,MS,N,N,SFMTA,ON,0,MC2, ,621,BATTERY ST,2761000,"(37.797466, -122.400904)"
911,324-06213,324-06210,3,Black,MS,N,N,SFMTA,ON,0,MC2, ,621,BATTERY ST,2761000,"(37.797455, -122.400902)"
912,324-06212,324-06210,2,Black,MS,N,N,SFMTA,ON,0,MC2, ,621,BATTERY ST,2761000,"(37.797445, -122.4009)"
913,600-03185,600-03180,5,Black,MS,N,N,SFMTA,ON,0,MC2, ,318,PACIFIC AVE,10119000,"(37.797612, -122.401559)"
914,600-03184,600-03180,4,Black,MS,N,N,SFMTA,ON,0,MC2, ,318,PACIFIC AVE,10119000,"(37.797613, -122.401547)"
915,600-03183,600-03180,3,Black,MS,N,N,SFMTA,ON,0,MC2, ,318,PACIFIC AVE,10119000,"(37.797615, -122.401535)"
916,600-03182,600-03180,2,Black,MS,N,N,SFMTA,ON,0,MC2, ,318,PACIFIC AVE,10119000,"(37.797617, -122.401522)"
917,600-03166,600-03160,6,Black,MS,N,N,SFMTA,ON,0,MC2, ,316,PACIFIC AVE,10119000,"(37.79762, -122.401499)"
918,330-03260,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,326,BRANNAN ST,3075000,"(37.781471, -122.392699)"
919,307-03030,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,Civic Center,303,ASH ST,2507000,"(37.779221, -122.423158)"
920,681-07184,681-07180,4,Black,MS,N,N,SFMTA,ON,0,MC1, ,718,TAYLOR ST,12437000,"(37.789419, -122.411947)"
921,681-07183,681-07180,3,Black,MS,N,N,SFMTA,ON,0,MC1, ,718,TAYLOR ST,12437000,"(37.789409, -122.411945)"
922,681-07182,681-07180,2,Black,MS,N,N,SFMTA,ON,0,MC1, ,718,TAYLOR ST,12437000,"(37.789401, -122.411944)"
923,681-07166,681-07160,6,Black,MS,N,N,SFMTA,ON,0,MC1, ,716,TAYLOR ST,12437000,"(37.789383, -122.41194)"
924,681-07165,681-07160,5,Black,MS,N,N,SFMTA,ON,0,MC1, ,716,TAYLOR ST,12437000,"(37.789372, -122.411938)"
925,681-07164,681-07160,4,Black,MS,N,N,SFMTA,ON,0,MC1, ,716,TAYLOR ST,12437000,"(37.789366, -122.411936)"
926,681-07163,681-07160,3,Black,MS,N,N,SFMTA,ON,0,MC1, ,716,TAYLOR ST,12437000,"(37.789357, -122.411935)"
927,681-07162,681-07160,2,Black,MS,N,N,SFMTA,ON,0,MC1, ,716,TAYLOR ST,12437000,"(37.789349, -122.411933)"
928,502-06260,502-06260,10,Black,MS,N,N,SFMTA,ON,0,MC2, ,626,JONES ST,7572000,"(37.787542, -122.413249)"
929,561-00019,561-00010,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,1,MAIN ST,8627000,"(37.792917, -122.396151)"
930,561-00018,561-00010,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,1,MAIN ST,8627000,"(37.792923, -122.396159)"
931,666-08141,666-08140,1,Black,MS,Y,N,SFMTA,ON,0,MC3, ,814,SUTTER ST,12326000,"(37.788593, -122.414073)"
932,561-02084,561-02080,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,MAIN ST,8629000,"(37.790298, -122.393129)"
933,561-02083,561-02080,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,MAIN ST,8629000,"(37.790305, -122.393138)"
934,561-02082,561-02080,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,208,MAIN ST,8629000,"(37.790311, -122.393146)"
935,561-02068,561-02060,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,MAIN ST,8629000,"(37.790324, -122.393162)"
936,561-02067,561-02060,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,MAIN ST,8629000,"(37.790332, -122.393171)"
937,561-02066,561-02060,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,206,MAIN ST,8629000,"(37.790338, -122.39318)"
938,651-00114,651-00110,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,11,SANSOME ST,11542000,"(37.790835, -122.400755)"
939,700-04127,700-04120,7,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.76614, -122.422112)"
940,700-04126,700-04120,6,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.76615, -122.422113)"
941,700-04125,700-04120,5,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.766159, -122.422114)"
942,700-04124,700-04120,4,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.766168, -122.422115)"
943,700-04123,700-04120,3,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.766176, -122.422115)"
944,700-04122,700-04120,2,Black,MS,N,N,SFMTA,ON,0,MC5,Mission,412,VALENCIA ST,13058000,"(37.766186, -122.422116)"
945,569-19135,569-19130,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,1913,MARKET ST,8761101,"(37.770284, -122.425188)"
946,569-19134,569-19130,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,1913,MARKET ST,8761101,"(37.770291, -122.42518)"
947,569-19133,569-19130,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,1913,MARKET ST,8761101,"(37.770298, -122.425171)"
948,569-19132,569-19130,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,1913,MARKET ST,8761101,"(37.770304, -122.425163)"
949,700-01519,700-01570,9,Black,MS,N,N,SFMTA,ON,0,MC3, ,151,VALENCIA ST,13053000,"(37.770217, -122.42229)"
950,700-01515,700-01570,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,151,VALENCIA ST,13053000,"(37.770256, -122.422294)"
951,700-01516,700-01570,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,151,VALENCIA ST,13053000,"(37.770246, -122.422293)"
952,470-06247,470-06240,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,624,HOWARD ST,7035000,"(37.786417, -122.398848)"
953,470-06246,470-06240,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,624,HOWARD ST,7035000,"(37.786424, -122.39884)"
954,470-06245,470-06240,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,624,HOWARD ST,7035000,"(37.786429, -122.398832)"
955,470-06244,470-06240,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,624,HOWARD ST,7035000,"(37.786437, -122.398823)"
956,470-06243,470-06240,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,624,HOWARD ST,7035000,"(37.786443, -122.398816)"
957,470-06242,470-06240,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,624,HOWARD ST,7035000,"(37.78645, -122.398807)"
958,582-01145,582-01140,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,NEW MONTGOMERY ST,9544000,"(37.78702, -122.40008)"
959,582-01144,582-01140,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,NEW MONTGOMERY ST,9544000,"(37.787026, -122.400088)"
960,582-01143,582-01140,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,NEW MONTGOMERY ST,9544000,"(37.787034, -122.400097)"
961,582-01142,582-01140,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,114,NEW MONTGOMERY ST,9544000,"(37.78704, -122.400105)"
962,580-01217,580-01210,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,121,NATOMA ST,9508000,"(37.786684, -122.399388)"
963,580-01216,580-01210,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,121,NATOMA ST,9508000,"(37.78669, -122.39938)"
964,580-01215,580-01210,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,121,NATOMA ST,9508000,"(37.786697, -122.399371)"
965,580-01214,580-01210,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,121,NATOMA ST,9508000,"(37.786704, -122.399363)"
966,580-01213,580-01210,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,121,NATOMA ST,9508000,"(37.786709, -122.399355)"
967,580-01212,580-01210,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,121,NATOMA ST,9508000,"(37.786717, -122.399346)"
968,580-00018,580-00010,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,1,NATOMA ST,9507000,"(37.788803, -122.396713)"
969,580-00017,580-00010,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,1,NATOMA ST,9507000,"(37.78881, -122.396704)"
970,580-00016,580-00010,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,1,NATOMA ST,9507000,"(37.788816, -122.396696)"
971,580-00015,580-00010,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,1,NATOMA ST,9507000,"(37.788822, -122.396688)"
972,580-00014,580-00010,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,1,NATOMA ST,9507000,"(37.788831, -122.396676)"
973,580-00013,580-00010,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,1,NATOMA ST,9507000,"(37.788838, -122.396668)"
974,580-00012,580-00010,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,1,NATOMA ST,9507000,"(37.788846, -122.396658)"
975,418-05036,418-05030,6,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,503,FOLSOM ST,5657000,"(37.787062, -122.394624)"
976,418-05035,418-05030,5,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,503,FOLSOM ST,5657000,"(37.787071, -122.394613)"
977,418-05034,418-05030,4,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,503,FOLSOM ST,5657000,"(37.787076, -122.394606)"
978,418-05033,418-05030,3,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,503,FOLSOM ST,5657000,"(37.787083, -122.394598)"
979,216-31300,-,0,Black,SS,N,N,SFMTA,ON,0,MC5,Mission,3130,16TH ST,733000,"(37.764927, -122.422868)"
980,651-00182,651-00180,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,SANSOME ST,11542000,"(37.790798, -122.400589)"
981,651-00183,651-00180,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,SANSOME ST,11542000,"(37.79081, -122.400592)"
982,651-00184,651-00180,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,SANSOME ST,11542000,"(37.790821, -122.400594)"
983,651-00185,651-00180,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,SANSOME ST,11542000,"(37.790829, -122.400596)"
984,651-00186,651-00180,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,SANSOME ST,11542000,"(37.790839, -122.400598)"
985,651-00187,651-00180,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,SANSOME ST,11542000,"(37.790849, -122.4006)"
986,651-00201,651-00200,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,20,SANSOME ST,11542000,"(37.790869, -122.400604)"
987,651-00202,651-00200,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,20,SANSOME ST,11542000,"(37.790878, -122.400606)"
988,651-00203,651-00200,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,20,SANSOME ST,11542000,"(37.790889, -122.400608)"
989,651-00204,651-00200,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,20,SANSOME ST,11542000,"(37.790899, -122.40061)"
990,651-00205,651-00200,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,20,SANSOME ST,11542000,"(37.790909, -122.400612)"
991,651-00206,651-00200,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,20,SANSOME ST,11542000,"(37.790918, -122.400614)"
992,651-00207,651-00200,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,20,SANSOME ST,11542000,"(37.790927, -122.400616)"
993,651-00281,651-00280,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,28,SANSOME ST,11542000,"(37.791022, -122.400635)"
994,651-00282,651-00280,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,28,SANSOME ST,11542000,"(37.791033, -122.400638)"
995,651-00283,651-00280,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,28,SANSOME ST,11542000,"(37.791045, -122.40064)"
996,651-00285,651-00280,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,28,SANSOME ST,11542000,"(37.79107, -122.400645)"
997,651-00286,651-00280,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,28,SANSOME ST,11542000,"(37.791082, -122.400648)"
998,445-05161,445-05160,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,516,GREEN ST,6452000,"(37.799679, -122.408028)"
999,902-00630,-,0,Black,SS,Y,N,SFMTA,OFF,902,MC5,Fillmore,2450,CALIFORNIA ST,3558000,"(37.789202, -122.435069)"
1000,386-02073,386-02070,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,207,DRUMM ST,4972000,"(37.795746, -122.396936)"
1001,386-02074,386-02070,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,207,DRUMM ST,4972000,"(37.795754, -122.396938)"
